"Site","Date","sample_id","FlowRate","cov2_conc","BCoV","BCoVConc","capacity_mgd","composite_freq","concentration_method","conductivity","county","do","epaid","equiv_sewage_amt","extraction_method","inhibition_adjust","inhibition_detect","inhibition_method","lod_ref","n1_lod","n1_loq","n1_ntc_amplify","n1_num_no_target_control","n1_num_ntc_amplify","N1","N1Error","n1_sars_cov2_lod","n1_sars_cov2_units","n2_lod","n2_loq","n2_ntc_amplify","n2_num_no_target_control","n2_num_ntc_amplify","N2","N2Error","n2_sars_cov2_lod","n2_sars_cov2_units","pcr_type","ph","PMMoV","Pop","quant_stan_ref","quant_stan_type","sample_collect_time","sample_location","sample_location_specify","sample_matrix","sample_type","state","temperature","RepDate","tss","wwtp_comments","zipcode","analytical_comments","unformatted_collectdate","mycustomer","AVG","wt"
"Marshfield",2021-05-25,"563575001",4.298,8131,3.78,4.698877,4.63,"24hr-FWCmp","filtMgCl2",1165,"Wood","6.2","WI0021024",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,16262,4558,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.1,7200001,19316,"IDT","DNA-plasm","0.31597222222222221","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",14.4,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54449",NA,"44341","355660",16262,1
"Oshkosh",2021-05-25,"563576001",11.34,77728,17.05,4.556207,20,"24hr-FWCmp","filtMgCl2",1107,"Winnebago",NA,"WI0025038",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,56039,22918,NA,"Gene copies/L",1e+05,220000,"N",3,NA,99417,41118,"Yes","Gene copies/L","qPCR",8,13284722,67000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54902",NA,"44341","355660",74640.67,2
"Appleton",2021-05-25,"563578001",10.9,NA,0.26,4.698877,15.5,"24hr-FWCmp","filtMgCl2",1566,"Outagamie",NA,"WI0023221",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7,22815751,74832,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54914",NA,"44341","355660",NA,0
"Mondovi",2021-05-25,"563582001",0.197,82576,4.51,4.556207,0.3,"24hr-FWCmp","filtMgCl2",789,"Buffalo",NA,"WI0020591",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,64854,20656,NA,"Gene copies/L",1e+05,220000,"N",3,NA,100297,14634,"Yes","Gene copies/L","qPCR",7.7,36171445,2800,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54755",NA,"44341","355660",80651.48,2
"Whitewater",2021-05-25,"563583001",1.139,112618,3.904,4.556207,3.65,"24hr-FWCmp","filtMgCl2",1850,"Walworth",NA,"WI0020001",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,113376,24839,NA,"Gene copies/L",1e+05,220000,"N",3,NA,111860,10946,"No","Gene copies/L","qPCR",8.08,33319532,14000,"IDT","DNA-plasm","0.28333333333333333","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53190",NA,"44341","355660",112615.4,2
"Columbus",2021-05-25,"563585001",0.775,NA,18.52,4.698877,1.165,"24hr-FWCmp","filtMgCl2",1159,"Columbia","3.34","WI0021008",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.5,9854278,7000,"IDT","DNA-plasm","0.3125","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.6,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53925",NA,"44341","355660",NA,0
"Lake Geneva",2021-05-25,"563586001",1.048094,22334,3.208,4.556207,2.5,"24hr-FWCmp","filtMgCl2",1894,"Walworth","1.62","WI0021130",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,29703,2876,NA,"Gene copies/L",1e+05,220000,"N",3,NA,14964,5149,"Yes","Gene copies/L","qPCR",7.75,15916246,8000,"IDT","DNA-plasm","0.30208333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13.4,NA,NA,NA,"53147",NA,"44341","355660",21082.59,2
"Hartford",2021-05-25,"563590001",1.85,NA,14.666,4.556207,3.6,"24hr-FWCmp","filtMgCl2",2634,"Washington",NA,"WI0020192",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.41,10404754,15200,"IDT","DNA-plasm","0.30138888888888887","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53027",NA,"44341","355660",NA,0
"Mauston",2021-05-25,"563591001",0.407,NA,21.5,4.698877,1.1,"24hr-FWCmp","filtMgCl2",987,"Juneau",NA,"WI0024635",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.6,20651006,4500,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53948",NA,"44341","355660",NA,0
"Janesville",2021-05-25,"563593001",11.504,117199,13.8,4.698877,16.1,"24hr-FWCmp","filtMgCl2",1632,"Rock",NA,"WI0030350",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,90617,24706,NA,"Gene copies/L",1e+05,220000,"N",3,NA,143782,42162,"No","Gene copies/L","qPCR",7.39,12124180,63500,"IDT","DNA-plasm","0.30208333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53548",NA,"44341","355660",114145.1,2
"Merrill",2021-05-25,"563594001",1.224,34073,16.347,4.556207,3.06,"24hr-FWCmp","filtMgCl2",687,"Lincoln",NA,"WI0020150",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,39622,10533,NA,"Gene copies/L",1e+05,220000,"N",3,NA,28524,9406,"Yes","Gene copies/L","qPCR",7.61,9820406,10000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54452",NA,"44341","355660",33618.12,2
"Berlin WWTP",2021-05-25,"563595001",0.632,32699,12.74,4.698877,1.5,"24hr-FWCmp","filtMgCl2",2184,"Green Lake",NA,"WI0021229",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,48790,19342,NA,"Gene copies/L",1e+05,220000,"N",3,NA,16609,157,"Yes","Gene copies/L","qPCR",7.82,33062543,6000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.8,NA,NA,NA,"54923",NA,"44341","355660",28466.7,2
"WI Rapids",2021-05-25,"563601001",2.892,342605,11.566,4.556207,5.27,"24hr-FWCmp","filtMgCl2",1049,"Wood",NA,"WI0025844",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,321669,56753,NA,"Gene copies/L",1e+05,220000,"N",3,NA,363542,50619,"No","Gene copies/L","qPCR",6.9,27346646,20000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54494",NA,"44341","355660",341965.2,2
"Kenosha",2021-05-25,"563605001",17.62,45893,20.44,4.698877,28,"24hr-FWCmp","filtMgCl2",1239,"Kenosha",NA,"WI0028703",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,51102,19258,NA,"Gene copies/L",1e+05,220000,"N",3,NA,40683,13352,"Yes","Gene copies/L","qPCR",7.7,13114008,122000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","53143",NA,"44341","355660",45595.86,2
"Plymouth",2021-05-25,"563607001",1.72,134689,2.349,4.556207,1.8,"24hr-FWCmp","filtMgCl2",1906,"Sheboygan",NA,"WI0030031",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,125832,26527,NA,"Gene copies/L",1e+05,220000,"N",3,NA,143547,38531,"No","Gene copies/L","qPCR",7.9,22413998,9000,"IDT","DNA-plasm","0.32361111111111113","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53073",NA,"44341","355660",134397.9,2
"Rhinelander",2021-05-25,"563616001",0.88,59503,5.247,4.556207,2.21,"24hr-FWCmp","filtMgCl2",1219,"Oneida",NA,"WI0020044",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,37218,6737,NA,"Gene copies/L",1e+05,220000,"N",3,NA,81789,23012,"Yes","Gene copies/L","qPCR",7.32,30244256,7800,"IDT","DNA-plasm","0.40347222222222223","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4,NA,NA,NA,"54501",NA,"44341","355660",55172.67,2
"Sheboygan",2021-05-25,"563617001",10.712,51555,3.806,4.556207,18.4,"24hr-FWCmp","filtMgCl2",1112,"Sheboygan",NA,"WI0025411",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,42970,4976,NA,"Gene copies/L",1e+05,220000,"N",3,NA,60141,18482,"Yes","Gene copies/L","qPCR",7.5,41132235,75000,"IDT","DNA-plasm","0.25","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16.11,NA,NA,NA,"53081",NA,"44341","355660",50835.61,2
"BlackRiverFallsWWTP",2021-05-25,"563619001",0.47,35655,15.988,4.556207,1.5,"24hr-FWCmp","filtMgCl2",642.8,"Jackson",NA,"WI0021954",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,28581,8915,NA,"Gene copies/L",1e+05,220000,"N",3,NA,42729,2400,"Yes","Gene copies/L","qPCR",7.21,21014589,5200,"IDT","DNA-plasm","0.34027777777777773","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54615",NA,"44341","355660",34946.21,2
"Hudson",2021-05-25,"563807001",1.456,6953,5.922,4.556207,2.2,"24hr-FWCmp","filtMgCl2",1005,"Saint Croix","7.68","WI0024279",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,13905,7213,"Yes","Gene copies/L","qPCR",7.6,10690430,19680,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",5.6,NA,NA,NA,"54016",NA,"44341","355660",13905,1
"Algoma",2021-05-26,"563810001",0.502,27057,2.638,4.556207,1,"24hr-FWCmp","filtMgCl2",1245,"Kewaunee","9.61","WI0020745",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,22435,7822,NA,"Gene copies/L",1e+05,220000,"N",3,NA,31680,3573,"Yes","Gene copies/L","qPCR",7.8,15382385,3171,"IDT","DNA-plasm","0.3125","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.4,NA,NA,NA,"54201",NA,"44342","355660",26659.72,2
"Platteville",2021-05-26,"563811001",0.148,NA,4.295,4.556207,3,"24hr-FWCmp","filtMgCl2",2377,"Grant","3.75","WI0020435",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",8.04,2890344,14000,"IDT","DNA-plasm","0.28472222222222221","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.8,NA,NA,NA,"53818",NA,"44342","355660",NA,0
"Beloit",2021-05-26,"563812001",4.0025,38932,4.539,4.556207,11.3,"24hr-FWCmp","filtMgCl2",1921,"Rock",NA,"WI0023370",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,49158,22787,NA,"Gene copies/L",1e+05,220000,"N",3,NA,28707,3607,"Yes","Gene copies/L","qPCR",7.4,20185914,35000,"IDT","DNA-plasm","0.30138888888888887","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",21,NA,NA,NA,"53511",NA,"44342","355660",37565.66,2
"Eau Claire",2021-05-25,"563813001",7.35,18216,2.072,4.556207,12,"24hr-FWCmp","filtMgCl2",1195,"Eau Claire","5.09","WI0023850",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,14799,10395,NA,"Gene copies/L",1e+05,220000,"N",3,NA,21633,5048,"Yes","Gene copies/L","qPCR",7.43,22986138,75000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16.7,NA,NA,NA,"54703",NA,"44341","355660",17892.65,2
"Neopit",2021-05-26,"563814001",0.1153,27626,0.562,4.556207,0.17,"24hr-FWCmp","filtMgCl2",630.4,"Menominee","0.65","WI0073059",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,29993,22643,NA,"Gene copies/L",1e+05,220000,"N",3,NA,25260,1931,"Yes","Gene copies/L","qPCR",6.35,5787375,1000,"IDT","DNA-plasm","0.34375","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",17.6,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,"44342","355660",27524.96,2
"Keshena",2021-05-26,"563815001",0.1158,NA,0.368,4.556207,0.35,"24hr-FWCmp","filtMgCl2",823.4,"Menominee","0.86","WI0071315",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",6.83,9865627,2500,"IDT","DNA-plasm","0.3888888888888889","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.3,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,"44342","355660",NA,0
"Wolf River",2021-05-26,"563816001",0.013,NA,0.812,4.556207,0.065,"24hr-FWCmp","filtMgCl2",710.8,"Menominee","1.01","WI0071307",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",6.68,5817685,1000,"IDT","DNA-plasm","0.36458333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",19.8,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,"44342","355660",NA,0
"SpencerWWTF",2021-05-26,"563817001",0.3364,34781,2.929,4.556207,0.52,"24hr-FWCmp","filtMgCl2",1097,"Marathon",NA,"WI0021521",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,31086,8930,NA,"Gene copies/L",1e+05,220000,"N",3,NA,38476,6351,"Yes","Gene copies/L","qPCR",7.79,9515814,2000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54479",NA,"44342","355660",34584.17,2
"MMSD-P18",2021-05-27,"563849001",11.4,656568,4.737,4.556207,56,"24hr-FWCmp","filtMgCl2",1390,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,637101,45573,NA,"Gene copies/L",1e+05,220000,"N",3,NA,676035,43157,"No","Gene copies/L","qPCR",7,20428269,380000,"IDT","DNA-plasm",NA,"upstream","P18-Norhteast","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,"44343","355660",656279.3,2
"MMSD-P11",2021-05-27,"563850001",8.57,NA,6.227,4.556207,56,"24hr-FWCmp","filtMgCl2",1313,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7,24239943,380000,"IDT","DNA-plasm",NA,"upstream","P11-Southwest","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,"44343","355660",NA,0
"MMSD-P8",2021-05-27,"563853001",6.5,17947,11.07,4.556207,56,"24hr-FWCmp","filtMgCl2",1374,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,16073,6683,NA,"Gene copies/L",1e+05,220000,"N",3,NA,19820,4473,"Yes","Gene copies/L","qPCR",7,24398610,380000,"IDT","DNA-plasm",NA,"upstream","P8-West","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,"44343","355660",17848.44,2
"MMSD-P7",2021-05-27,"563854001",3.9,14798,2.667,4.556207,56,"24hr-FWCmp","filtMgCl2",1347,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,10666,6587,NA,"Gene copies/L",1e+05,220000,"N",3,NA,18931,4578,"Yes","Gene copies/L","qPCR",7.5,27263054,380000,"IDT","DNA-plasm",NA,"upstream","P7-Southeast","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,"44343","355660",14209.79,2
"MMSD-P2",2021-05-27,"563856001",5.37,8697,4.107,4.556207,56,"24hr-FWCmp","filtMgCl2",1120,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,7049,4167,NA,"Gene copies/L",1e+05,220000,"N",3,NA,10345,3697,"Yes","Gene copies/L","qPCR",7.5,40356673,380000,"IDT","DNA-plasm",NA,"upstream","P2-Central","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,"44343","355660",8539.432,2
"Madison",2021-05-27,"563857001",35.74,95502,5.514,4.556207,56,"24hr-FWCmp","filtMgCl2",1354,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,72656,22335,NA,"Gene copies/L",1e+05,220000,"N",3,NA,118349,8126,"No","Gene copies/L","qPCR",7.61,25314255,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44343","355660",92729.53,2
"Madison",2021-05-26,"563858001",36.11,89031,3.549,4.556207,56,"24hr-FWCmp","filtMgCl2",1692,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,69321,7269,NA,"Gene copies/L",1e+05,220000,"N",3,NA,108741,6256,"No","Gene copies/L","qPCR",7.63,27752319,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44342","355660",86821.86,2
"Manitowoc",2021-05-27,"564036001",7.346,11695,10.675,4.556207,15.5,"24hr-FWCmp","filtMgCl2",887.5,"Manitowoc",NA,"WI0024601",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,13919,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,9470,3673,"Yes","Gene copies/L","qPCR",7.8,9348801,34450,"IDT","DNA-plasm","0.5","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",14.4,NA,NA,NA,"54220",NA,"44343","355660",11480.98,2
"La Crosse",2021-05-27,"564037001",10.17,19696,2.271,4.556207,20,"24hr-FWCmp","filtMgCl2",1731,"La Crosse",NA,"WI0029581",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,39392,16045,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.44,27658520,85000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54601",NA,"44343","355660",39392,1
"Oshkosh",2021-05-27,"564172001",11.392,NA,1.695,4.556207,20,"24hr-FWCmp","filtMgCl2",1051,"Winnebago",NA,"WI0025038",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",8,14382972,67000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54902",NA,"44343","355660",NA,0
"Sun Prairie",2021-06-01,"564191001",3.548,NA,4.407,4.556207,6.2,"24hr-FWCmp","filtMgCl2",1254,"Dane",NA,"WI0020478",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",6.92,44228641,34926,"IDT","DNA-plasm","0.25625000000000003","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.1,NA,NA,NA,"53590",NA,"44348","355660",NA,0
"Madison",2021-05-28,"564226001",36.05,324041,0.939,4.556207,56,"24hr-FWCmp","filtMgCl2",1847,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,227547,29214,NA,"Gene copies/L",1e+05,220000,"N",3,NA,420535,59510,"No","Gene copies/L","qPCR",7.64,57290932,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44344","355660",309340.4,2
"Madison",2021-05-30,"564228001",32.99,71294,1.855,4.556207,56,"24hr-FWCmp","filtMgCl2",2065,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,65951,9066,NA,"Gene copies/L",1e+05,220000,"N",3,NA,76638,13276,"Yes","Gene copies/L","qPCR",7.53,43056344,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44346","355660",71093.97,2
"Madison",2021-05-31,"564229001",32.02,159443,3.645,4.556207,56,"24hr-FWCmp","filtMgCl2",2049,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,147362,8567,NA,"Gene copies/L",1e+05,220000,"N",3,NA,171524,31867,"No","Gene copies/L","qPCR",7.58,37833422,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44347","355660",158984.7,2
"Madison",2021-06-01,"564230001",33.79,220974,6.124,4.556207,56,"24hr-FWCmp","filtMgCl2",1605,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,206761,21414,NA,"Gene copies/L",1e+05,220000,"N",3,NA,235186,23456,"No","Gene copies/L","qPCR",7.75,34953776,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44348","355660",220516,2
"MMSD-P2",2021-05-31,"564231001",4.74,14177,4.599,4.556207,56,"24hr-FWCmp","filtMgCl2",1496,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,13114,16,NA,"Gene copies/L",1e+05,220000,"N",3,NA,15239,3330,"Yes","Gene copies/L","qPCR",7.25,29170047,380000,"IDT","DNA-plasm",NA,"upstream","P2-Central","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44347","355660",14136.63,2
"MMSD-P7",2021-05-31,"564232001",3.91,4059,1.276,4.556207,56,"24hr-FWCmp","filtMgCl2",2225,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,8117,6204,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.25,30386513,380000,"IDT","DNA-plasm",NA,"upstream","P7-Southeast","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44347","355660",8117,1
"MMSD-P8",2021-05-31,"564233001",5.51,52451,5.907,4.556207,56,"24hr-FWCmp","filtMgCl2",1754,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,58037,14681,NA,"Gene copies/L",1e+05,220000,"N",3,NA,46865,23467,"Yes","Gene copies/L","qPCR",7,19836360,380000,"IDT","DNA-plasm",NA,"upstream","P8-West","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44347","355660",52152.7,2
"MMSD-P11",2021-05-31,"564234001",7.88,1986,3.353,4.556207,56,"24hr-FWCmp","filtMgCl2",1529,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,3972,2843,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7,31740972,380000,"IDT","DNA-plasm",NA,"upstream","P11-Southwest","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44347","355660",3972,1
"MMSD-P18",2021-05-31,"564235001",9.98,144602,4.302,4.556207,56,"24hr-FWCmp","filtMgCl2",1922,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,120744,9352,NA,"Gene copies/L",1e+05,220000,"N",3,NA,168461,32486,"No","Gene copies/L","qPCR",6.75,31643578,380000,"IDT","DNA-plasm",NA,"upstream","P18-Norhteast","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44347","355660",142620.7,2
"Oshkosh",2021-06-01,"564288001",11.041,26067,8.54,4.556207,20,"24hr-FWCmp","filtMgCl2",1054,"Winnebago",NA,"WI0025038",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,26542,10008,NA,"Gene copies/L",1e+05,220000,"N",3,NA,25592,4193,"Yes","Gene copies/L","qPCR",8.12,14827168,67000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54902",NA,"44348","355660",26062.67,2
