"Site","epaid","Pop","sample_id","repName","n1_sars_cov2_units","N1","N1LOD","n2_sars_cov2_units","N2","N2LOD","PMMoV","hf183_conc","Date","sample_collect_time","test_result_date","FlowRate","tss","ph","bod","conductivity","temperature","do","created_on","last_modified_on","lab_submitter","n1_lod","n1_loq","n2_lod","n2_loq"
"Baraboo WWTF","WI0020605",14000,"580529001","qPCR","Gene copies/L",319403,FALSE,"Gene copies/L",262833,FALSE,12722804,NA,2021-08-26,"7:29","8/30/2021 15:33",1.44,NA,"7.25",NA,NA,NA,NA,"8/31/2021 22:57","8/31/2021 22:57","SLH","40000","130000","66000","140000"
"De Pere WWTF","WI0065251",43000,"1736","droplet digital PCR","copies/L wastewater",129792,FALSE,"copies/L wastewater",89292.8,FALSE,929242624,NA,2021-08-25,"6:00","8/30/2021",7.6,"260","7.3","310","1295",NA,NA,"8/30/2021 15:02","1/7/2022 13:55","UWM","6374.4","21248","6374.4","21248"
"Monroe WWTF","WI0020362",10800,"580530001","qPCR","Gene copies/L",24351,TRUE,"Gene copies/L",18425,TRUE,11484510,NA,2021-08-26,"7:00","8/30/2021 15:34",2,NA,"7.7",NA,NA,NA,NA,"8/31/2021 22:57","8/31/2021 22:57","SLH","64000","200000","100000","220000"
"Hayward WPCF","WI0021121",2375,"580560001","qPCR","Gene copies/L",154182,FALSE,"Gene copies/L",188692,FALSE,13516791,NA,2021-08-26,"7:10","8/30/2021 15:34",0.280181,NA,"6.5",NA,NA,NA,NA,"8/31/2021 22:57","8/31/2021 22:57","SLH","64000","200000","100000","220000"
"Marshfield WWTF","WI0021024",19316,"580563001","qPCR","Gene copies/L",9158,TRUE,"Gene copies/L",NA,TRUE,17894634,NA,2021-08-26,"7:15","8/30/2021 15:34",2.75,NA,"6.9",NA,NA,"19.6","4.8","8/31/2021 22:57","8/31/2021 22:57","SLH","64000","200000","100000","220000"
"Whitewater WWTF","WI0020001",14000,"580566001","qPCR","Gene copies/L",44838,TRUE,"Gene copies/L",33610,TRUE,36191219,NA,2021-08-26,"7:13","8/30/2021 15:34",1.07,NA,"7.2",NA,NA,NA,NA,"8/31/2021 22:57","8/31/2021 22:57","SLH","64000","200000","100000","220000"
"Peshtigo WWTF","WI0030651",4000,"579713001","qPCR","Gene copies/L",23182,TRUE,"Gene copies/L",13180,TRUE,2169732.3,NA,2021-08-23,"8:00","8/31/2021 17:28",0.868,NA,"7.4",NA,NA,"18.5","3.9","9/1/2021 22:57","9/1/2021 22:57","SLH","40000","130000","66000","140000"
"Spencer WWTP","WI0021521",2000,"579716001","qPCR","Gene copies/L",3413884,FALSE,"Gene copies/L",3361049,FALSE,8446824,NA,2021-08-23,"8:02","8/31/2021 17:28",0.2557,NA,"7.91",NA,NA,NA,NA,"9/1/2021 22:57","9/1/2021 22:57","SLH","40000","130000","66000","140000"
"MMSD-P2","WI0024597",380000,"579851001","qPCR","Gene copies/L",366455,FALSE,"Gene copies/L",332122,FALSE,48340929,NA,2021-08-23,"0:00","8/31/2021 17:28",5.86,NA,"7.25",NA,NA,NA,NA,"9/1/2021 22:57","9/1/2021 22:57","SLH","64000","200000","100000","220000"
"Marshfield WWTF","WI0021024",19316,"579990001","qPCR","Gene copies/L",5637,TRUE,"Gene copies/L",5775,TRUE,14770570,NA,2021-08-24,"7:15","8/31/2021 17:14",2.664,NA,"7",NA,NA,"19.8","5.5","9/1/2021 22:57","9/1/2021 22:57","SLH","64000","200000","100000","220000"
"Clintonville Wastewater Utility","WI0021466",4455,"580010001","qPCR","Gene copies/L",181367,FALSE,"Gene copies/L",89659,FALSE,14096915,NA,2021-08-24,"6:00","8/26/2021 15:57",0.545,NA,"7.8",NA,NA,NA,NA,"9/1/2021 22:57","9/1/2021 22:57","SLH","40000","130000","66000","140000"
"Green Bay MSD","WI0065251",189000,"1737","droplet digital PCR","copies/L wastewater",116582.4,FALSE,"copies/L wastewater",101504,FALSE,219962880,NA,2021-08-25,"6:00","8/30/2021",28.7,"188","7.3","170","2220",NA,NA,"8/30/2021 15:02","1/7/2022 13:55","UWM","5632","18764.8","5632","18764.8"
"Milwaukee MSD Jones Island","WI0036820",470007,"1730","droplet digital PCR","copies/L wastewater",156032,FALSE,"copies/L wastewater",176358.4,FALSE,920161792,NA,2021-08-25,"0:00","8/30/2021",75,"210",NA,"250","1158",NA,NA,"8/30/2021 15:02","1/7/2022 13:55","UWM","6067.2","20224","6067.2","20224"
"Milwaukee MSD South Shore","WI0036820",615934,"1731","droplet digital PCR","copies/L wastewater",13440,FALSE,"copies/L wastewater",20172.8,FALSE,222009344,NA,2021-08-25,"0:00","8/30/2021",68,"300",NA,"410","1738",NA,NA,"8/30/2021 15:02","1/7/2022 13:56","UWM","6732.8","22425.6","6732.8","22425.6"
"Oconomowoc WWTP","WI0021181",34135,"579306001","qPCR","Gene copies/L",422098,FALSE,"Gene copies/L",313241,FALSE,16630933,NA,2021-08-19,"6:10","8/30/2021 12:19",2.988,NA,"7.7",NA,"1474","14.4","0.68","8/31/2021 22:57","8/31/2021 22:57","SLH","40000","130000","66000","140000"
"Viroqua WWTF","WI0021920",4335,"579307001","qPCR","Gene copies/L",1479064,FALSE,"Gene copies/L",862624,FALSE,17859876,NA,2021-08-19,"8:54","8/30/2021 12:19",0.287,NA,"7.91",NA,"785.5",NA,NA,"8/31/2021 22:57","8/31/2021 22:57","SLH","40000","130000","66000","140000"
"Racine Wastewater Utility","WI0025194",139000,"1733","droplet digital PCR","copies/L wastewater",153164.8,FALSE,"copies/L wastewater",153164.8,FALSE,1007168512,NA,2021-08-25,"0:00","8/30/2021",18.34,"117","7.42","115","1150","18.55555556",NA,"8/30/2021 15:02","2/18/2022 10:37","UWM","6835.2","22809.6","6835.2","22809.6"
"Waukesha WWTP","WI0029971",72549,"1734","droplet digital PCR","copies/L wastewater",66176,FALSE,"copies/L wastewater",82176,FALSE,253854720,NA,2021-08-25,"8:00","8/30/2021",6.982,NA,NA,NA,"2450","4",NA,"8/30/2021 15:02","1/7/2022 13:57","UWM","6835.2","22809.6","6835.2","22809.6"
"Merrill WWTP","WI0020150",10000,"579985001","qPCR","Gene copies/L",526260,FALSE,"Gene copies/L",539892,FALSE,6253735,NA,2021-08-24,"7:00","8/30/2021 12:19",1.267,NA,"7.77",NA,NA,NA,NA,"8/31/2021 22:57","8/31/2021 22:57","SLH","40000","130000","66000","140000"
"Oconomowoc WWTP","WI0021181",34135,"579986001","qPCR","Gene copies/L",214199,FALSE,"Gene copies/L",176159,FALSE,15719011,NA,2021-08-24,"7:25","8/30/2021 12:19",2.971,NA,"7.7",NA,NA,"13.6","1.09","8/31/2021 22:57","8/31/2021 22:57","SLH","40000","130000","66000","140000"
"Wausau Water Works WWTF","WI0025739",NA,"579988001","qPCR","Gene copies/L",98258,FALSE,"Gene copies/L",69786,FALSE,9083284,NA,2021-08-24,"8:00","8/30/2021 12:19",4.79,NA,"7.5",NA,NA,NA,NA,"8/31/2021 22:57","8/31/2021 22:57","SLH","64000","200000","100000","220000"
"Stevens Point WWTF","WI0029572",27000,"579991001","qPCR","Gene copies/L",355495,FALSE,"Gene copies/L",306793,FALSE,16915735,NA,2021-08-21,"7:00","8/30/2021 12:19",2.37,NA,"7.27",NA,"1221",NA,NA,"8/31/2021 22:57","8/31/2021 22:57","SLH","53000","170000","87000","180000"
"River Falls Municipal Utility WWTF","WI0029394",16000,"579994001","qPCR","Gene copies/L",105939,FALSE,"Gene copies/L",95762,FALSE,26255725,NA,2021-08-24,"7:20","8/30/2021 12:19",1.288,NA,"7.37",NA,NA,"8.5","2.62","8/31/2021 22:57","8/31/2021 22:57","SLH","40000","130000","66000","140000"
"Oshkosh WWTP","WI0025038",67000,"580001001","qPCR","Gene copies/L",192329,FALSE,"Gene copies/L",184107,FALSE,15367685,NA,2021-08-24,"7:00","8/30/2021 12:19",12.019,NA,"7.76",NA,NA,NA,NA,"8/31/2021 22:57","8/31/2021 22:57","SLH","40000","130000","66000","140000"
"Platteville WWTF","WI0020435",14000,"581240001","qPCR","Gene copies/L",96326,FALSE,"Gene copies/L",104286,FALSE,6825235,NA,2021-09-01,"6:00","9/7/2021 14:40",0.944,NA,"7.75",NA,NA,"19.12","5.49","9/7/2021 22:58","9/7/2021 22:58","SLH","40000","130000","66000","140000"
"Sun Prairie WWTF","WI0020478",34926,"581245001","qPCR","Gene copies/L",323025,FALSE,"Gene copies/L",254501,FALSE,15926106,NA,2021-09-02,"6:27","9/7/2021 14:40",3.011,NA,"7.69",NA,NA,"19.1",NA,"9/7/2021 22:58","9/7/2021 22:58","SLH","64000","200000","100000","220000"
"Madison","WI0024597",380000,"581289001","qPCR","Gene copies/L",102833,FALSE,"Gene copies/L",129546,FALSE,23276443,NA,2021-09-01,"0:00","9/7/2021 14:40",36.52,NA,"7.77",NA,NA,NA,NA,"9/7/2021 22:58","9/7/2021 22:58","SLH","64000","200000","100000","220000"
"Madison","WI0024597",380000,"581290001","qPCR","Gene copies/L",106933,FALSE,"Gene copies/L",163480,FALSE,22923547,NA,2021-09-02,"0:00","9/7/2021 14:40",35.91,NA,"7.75",NA,NA,NA,NA,"9/7/2021 22:58","9/7/2021 22:58","SLH","64000","200000","100000","220000"
"MMSD-P2","WI0024597",380000,"581291001","qPCR","Gene copies/L",164940,FALSE,"Gene copies/L",183175,FALSE,42656389,NA,2021-09-02,"0:00","9/7/2021 14:40",6.26,NA,"7.5",NA,NA,NA,NA,"9/7/2021 22:58","9/7/2021 22:58","SLH","64000","200000","100000","220000"
"MMSD-P7","WI0024597",380000,"581293001","qPCR","Gene copies/L",135947,FALSE,"Gene copies/L",130704,FALSE,59080424,NA,2021-09-02,"0:00","9/7/2021 14:40",3.7,NA,"7",NA,NA,NA,NA,"9/7/2021 22:58","9/7/2021 22:58","SLH","64000","200000","100000","220000"
"MMSD-P8","WI0024597",380000,"581294001","qPCR","Gene copies/L",136673,FALSE,"Gene copies/L",152819,FALSE,17093163,NA,2021-09-02,"0:00","9/7/2021 14:40",6.51,NA,"7.5",NA,NA,NA,NA,"9/7/2021 22:58","9/7/2021 22:58","SLH","64000","200000","100000","220000"
"MMSD-P11","WI0024597",380000,"581295001","qPCR","Gene copies/L",115710,FALSE,"Gene copies/L",147884,FALSE,36056419,NA,2021-09-02,"0:00","9/7/2021 14:40",8.52,NA,"7.5",NA,NA,NA,NA,"9/7/2021 22:58","10/1/2021 22:08","SLH","64000","200000","100000","220000"
"MMSD-P18","WI0024597",380000,"581296001","qPCR","Gene copies/L",205170,FALSE,"Gene copies/L",202696,FALSE,14888648,NA,2021-09-02,"0:00","9/7/2021 14:40",10.92,NA,"7",NA,NA,NA,NA,"9/7/2021 22:58","9/7/2021 22:58","SLH","64000","200000","100000","220000"
"Hayward WPCF","WI0021121",2375,"581477001","qPCR","Gene copies/L",89629,FALSE,"Gene copies/L",105711,FALSE,12803031,NA,2021-09-02,"7:15","9/8/2021 10:00",0.269155,NA,"6.75",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Manitowoc WWTF","WI0024601",34450,"581479001","qPCR","Gene copies/L",101299,FALSE,"Gene copies/L",113540,FALSE,2116236,NA,2021-09-02,"12:00","9/8/2021 10:00",11.58,NA,"7.4",NA,NA,"20.6",NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Monroe WWTF","WI0020362",10800,"581481001","qPCR","Gene copies/L",11109,TRUE,"Gene copies/L",4087,TRUE,10052208,NA,2021-09-02,"7:00","9/8/2021 10:00",1.85,NA,"7.4",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Oconomowoc WWTP","WI0021181",34135,"581482001","qPCR","Gene copies/L",520564,FALSE,"Gene copies/L",421632,FALSE,16006246,NA,2021-09-02,"7:40","9/8/2021 10:00",2.792,NA,"7.8",NA,NA,"12.5","0.56","9/10/2021 22:59","10/18/2021 23:06","SLH","40000","130000","66000","140000"
"Fox River WPCC","WI0023469",51000,"1771","droplet digital PCR","copies/L wastewater",60825.6,FALSE,"copies/L wastewater",55603.2,FALSE,233226240,NA,2021-09-01,"7:10","9/7/2021",7.34,"236","7.7","189","2700","9.2",NA,"9/8/2021 10:06","1/17/2022 11:01","UWM","5196.8","17356.8","5196.8","17356.8"
"MMSD-P8","WI0024597",380000,"581610001","qPCR","Gene copies/L",313893,FALSE,"Gene copies/L",269695,FALSE,111514741,NA,2021-09-06,"0:00","9/8/2021 10:00",5.58,NA,"7",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"MMSD-P11","WI0024597",380000,"581611001","qPCR","Gene copies/L",265565,FALSE,"Gene copies/L",201648,FALSE,34550490,NA,2021-09-06,"0:00","9/8/2021 10:00",7.96,NA,"7",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"MMSD-P18","WI0024597",380000,"581612001","qPCR","Gene copies/L",211195,FALSE,"Gene copies/L",213084,FALSE,10654072,NA,2021-09-06,"0:00","9/8/2021 10:00",9.66,NA,"7.25",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Madison","WI0024597",380000,"581613001","qPCR","Gene copies/L",105584,FALSE,"Gene copies/L",87184,TRUE,11133044,NA,2021-09-07,"0:00","9/8/2021 10:00",34.56,NA,"7.75",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Madison","WI0024597",380000,"581614001","qPCR","Gene copies/L",408655,FALSE,"Gene copies/L",377699,FALSE,26216711,NA,2021-09-03,"0:00","9/8/2021 10:00",35.35,NA,"7.68",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Madison","WI0024597",380000,"581616001","qPCR","Gene copies/L",232159,FALSE,"Gene copies/L",214087,FALSE,23855972,NA,2021-09-05,"0:00","9/8/2021 10:00",33.48,NA,"7.6",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Oshkosh WWTP","WI0025038",67000,"581753001","qPCR","Gene copies/L",226032,FALSE,"Gene copies/L",207182,FALSE,8650805.6,NA,2021-09-07,"7:00","9/9/2021 17:13",12.746,NA,"7.89",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Hartford WPCF","WI0020192",15200,"581754001","qPCR","Gene copies/L",294131,FALSE,"Gene copies/L",347170,FALSE,9726085.2,NA,2021-09-07,"7:35","9/9/2021 17:13",1.55,NA,"7.69",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Lodi WWTF","WI0022918",3100,"581755001","qPCR","Gene copies/L",36120,TRUE,"Gene copies/L",41495,TRUE,8803544.7,NA,2021-09-07,"6:05","9/9/2021 17:13",0.254,NA,"7",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Cedarburg WWTF","WI0020222",12000,"1774","droplet digital PCR","copies/L wastewater",3737.6,TRUE,"copies/L wastewater",3737.6,TRUE,400585728,NA,2021-09-01,"7:06","9/7/2021",1.887,NA,NA,NA,"2250",NA,NA,"9/8/2021 10:06","1/7/2022 13:54","UWM","5606.4","18688","5606.4","18688"
"De Pere WWTF","WI0065251",43000,"1761","droplet digital PCR","copies/L wastewater",74035.2,FALSE,"copies/L wastewater",46745.6,FALSE,259936256,NA,2021-08-29,"6:00","9/7/2021",8.9,"106","7.2","140","1025",NA,NA,"9/8/2021 10:06","1/7/2022 13:55","UWM","5836.8","19456","5836.8","19456"
"De Pere WWTF","WI0065251",43000,"1772","droplet digital PCR","copies/L wastewater",22246.4,FALSE,"copies/L wastewater",24115.2,FALSE,830862336,NA,2021-09-01,"6:00","9/7/2021",8.8,"280","7.4","290","1397",NA,NA,"9/8/2021 10:06","1/7/2022 13:55","UWM","5555.2","18560","5555.2","18560"
"Columbus WWTF","WI0021008",7000,"580995001","qPCR","Gene copies/L",1273477,FALSE,"Gene copies/L",1105028,FALSE,9154295,NA,2021-08-31,"8:30","9/8/2021 10:00",0.78,NA,"7.7",NA,NA,"20.5","3","9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Hayward WPCF","WI0021121",2375,"581046001","qPCR","Gene copies/L",126288,FALSE,"Gene copies/L",98800,TRUE,9739753,NA,2021-08-31,"7:30","9/8/2021 10:00",0.287072,NA,"7",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Green Bay MSD","WI0065251",189000,"1773","droplet digital PCR","copies/L wastewater",31718.4,FALSE,"copies/L wastewater",21785.6,FALSE,1023180800,NA,2021-09-01,"6:00","9/7/2021",34.3,"186","7.6","140","1964",NA,NA,"9/8/2021 10:06","1/7/2022 13:55","UWM","5939.2","19814.4","5939.2","19814.4"
"Milwaukee MSD Jones Island","WI0036820",470007,"1766","droplet digital PCR","copies/L wastewater",16844.8,FALSE,"copies/L wastewater",23577.6,FALSE,126766080,NA,2021-09-01,"0:00","9/7/2021",75,"290",NA,"290","1274",NA,NA,"9/8/2021 10:06","1/7/2022 13:55","UWM","5043.2","16844.8","5043.2","16844.8"
"Milwaukee MSD South Shore","WI0036820",615934,"1767","droplet digital PCR","copies/L wastewater",62976,FALSE,"copies/L wastewater",20992,FALSE,537706496,NA,2021-09-01,"0:00","9/7/2021",64,"290",NA,"480","1958",NA,NA,"9/8/2021 10:06","1/7/2022 13:56","UWM","12595.2","41984","12595.2","41984"
"Wolf Treatment Plant","WI0028452",18000,"581237001","qPCR","Gene copies/L",140431,FALSE,"Gene copies/L",122457,FALSE,4003730,NA,2021-09-01,"7:04","9/8/2021 10:00",2.338,NA,"7.5",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Baraboo WWTF","WI0020605",14000,"581476001","qPCR","Gene copies/L",178440,FALSE,"Gene copies/L",134998,FALSE,11620579,NA,2021-09-02,"7:37","9/8/2021 10:00",1.37,NA,"7",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Waukesha WWTP","WI0029971",72549,"1770","droplet digital PCR","copies/L wastewater",21606.4,FALSE,"copies/L wastewater",34560,FALSE,1941460992,NA,2021-09-01,"8:00","9/7/2021",6.538,NA,NA,NA,"2570","4",NA,"9/8/2021 10:06","1/7/2022 13:57","UWM","12953.6","43212.8","12953.6","43212.8"
"Fox River WPCC","WI0023469",51000,"1797","droplet digital PCR","copies/L wastewater",138547.2,FALSE,"copies/L wastewater",136473.6,FALSE,1880002560,NA,2021-09-06,"7:20","9/9/2021",7.07,"388","7.8","257","2650","10.2",NA,"9/9/2021 18:27","1/17/2022 11:01","UWM","6195.2","20633.6","6195.2","20633.6"
"Cedarburg WWTF","WI0020222",12000,"1800","droplet digital PCR","copies/L wastewater",102758.4,FALSE,"copies/L wastewater",95411.2,FALSE,133186560,NA,2021-09-06,"7:06","9/9/2021",1.811,NA,NA,NA,"2290",NA,NA,"9/9/2021 18:27","1/7/2022 13:54","UWM","5504","18329.6","5504","18329.6"
"Rib Lake WWTF","WI0029017",386,"581484001","qPCR","Gene copies/L",228960,FALSE,"Gene copies/L",303234,FALSE,4507527,NA,2021-09-02,"10:00","9/8/2021 10:00",0.083,NA,"7.75",NA,NA,"10.5","3.34","9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Viroqua WWTF","WI0021920",4335,"581486001","qPCR","Gene copies/L",341283,FALSE,"Gene copies/L",284149,FALSE,17257002,NA,2021-09-02,"8:00","9/8/2021 10:00",0.3,NA,"7.7",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"De Pere WWTF","WI0065251",43000,"1798","droplet digital PCR","copies/L wastewater",80332.8,FALSE,"copies/L wastewater",91827.2,FALSE,157159424,NA,2021-09-05,"6:00","9/9/2021",6.9,"132","7.4","230","1260",NA,NA,"9/9/2021 18:27","1/7/2022 13:55","UWM","4915.2","16384","4915.2","16384"
"Green Bay MSD","WI0065251",189000,"1799","droplet digital PCR","copies/L wastewater",120166.4,FALSE,"copies/L wastewater",128537.6,FALSE,1255430144,NA,2021-09-05,"6:00","9/9/2021",25.7,"124","7.7","110","1647",NA,NA,"9/9/2021 18:27","1/7/2022 13:55","UWM","4992","16665.6","4992","16665.6"
"Milwaukee MSD Jones Island","WI0036820",470007,"1793","droplet digital PCR","copies/L wastewater",120857.6,FALSE,"copies/L wastewater",141568,FALSE,120504320,NA,2021-09-06,"0:00","9/9/2021",63,"200",NA,"180","1320",NA,NA,"9/9/2021 18:27","1/7/2022 13:55","UWM","4761.6","15872","4761.6","15872"
"Sun Prairie WWTF","WI0020478",34926,"581606001","qPCR","Gene copies/L",360057,FALSE,"Gene copies/L",353688,FALSE,26204790,NA,2021-09-07,"6:31","9/8/2021 10:00",3.04,NA,"7.76",NA,NA,"20.8",NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Madison","WI0024597",380000,"581607001","qPCR","Gene copies/L",196050,FALSE,"Gene copies/L",150908,FALSE,74588098,NA,2021-09-06,"0:00","9/8/2021 10:00",33.51,NA,"7.67",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Milwaukee MSD South Shore","WI0036820",615934,"1794","droplet digital PCR","copies/L wastewater",118681.6,FALSE,"copies/L wastewater",111462.4,FALSE,1646829568,NA,2021-09-06,"0:00","9/9/2021",56,"240",NA,"200","1608",NA,NA,"9/9/2021 18:27","1/7/2022 13:56","UWM","10803.2","35942.4","10803.2","35942.4"
"Racine Wastewater Utility","WI0025194",139000,"1769","droplet digital PCR","copies/L wastewater",63155.2,FALSE,"copies/L wastewater",66995.2,FALSE,156485632,NA,2021-09-01,"0:00","9/7/2021",11.45,"161","7.32","181","1196","18.88888889",NA,"9/9/2021 18:27","2/18/2022 10:37","UWM","5734.4","19123.2","5734.4","19123.2"
"Waukesha WWTP","WI0029971",72549,"1796","droplet digital PCR","copies/L wastewater",68096,FALSE,"copies/L wastewater",61516.8,FALSE,542455808,NA,2021-09-06,"8:00","9/9/2021",6.401,NA,NA,NA,"2540","4",NA,"9/9/2021 18:27","1/7/2022 13:57","UWM","6579.2","21939.2","6579.2","21939.2"
"MMSD-P2","WI0024597",380000,"581608001","qPCR","Gene copies/L",213037,FALSE,"Gene copies/L",206867,FALSE,20408987,NA,2021-09-06,"0:00","9/8/2021 10:00",5.77,NA,"7.25",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"MMSD-P7","WI0024597",380000,"581609001","qPCR","Gene copies/L",163442,FALSE,"Gene copies/L",130911,FALSE,13795342,NA,2021-09-06,"0:00","9/8/2021 10:00",4.54,NA,"7.25",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","64000","200000","100000","220000"
"Mauston WWTF","WI0024635",4500,"581756001","qPCR","Gene copies/L",83929,FALSE,"Gene copies/L",93917,FALSE,2546010.3,NA,2021-09-07,"8:00","9/9/2021 17:13",0.369,NA,"7.6",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Marinette Wastewater Utility","WI0026182",10608,"581758001","qPCR","Gene copies/L",902993,FALSE,"Gene copies/L",907512,FALSE,12546587.5,NA,2021-09-07,"7:00","9/10/2021 11:18",1.84,NA,NA,NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Oconomowoc WWTP","WI0021181",34135,"581760001","qPCR","Gene copies/L",325213,FALSE,"Gene copies/L",243264,FALSE,12431366.9,NA,2021-09-07,"7:40","9/9/2021 17:13",2.723,NA,"7.8",NA,NA,"13.7","0.71","9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Whitewater WWTF","WI0020001",14000,"581766001","qPCR","Gene copies/L",131224,FALSE,"Gene copies/L",121277,FALSE,24721427,NA,2021-09-07,"7:21","9/9/2021 17:13",1.053,NA,"7.78",NA,"1410","9.3","3.37","9/10/2021 22:59","9/21/2021 23:06","SLH","53000","170000","87000","180000"
"Lake Geneva WWTP","WI0021130",8000,"581770001","qPCR","Gene copies/L",550691,FALSE,"Gene copies/L",586390,FALSE,37450966.8,NA,2021-09-07,"7:15","9/9/2021 17:13",1.0611202,NA,"7.62",NA,NA,"9.7","2.08","9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Plymouth Utilities WWTF","WI0030031",9000,"581775001","qPCR","Gene copies/L",172057,FALSE,"Gene copies/L",145047,FALSE,8410797.3,NA,2021-09-07,"7:54","9/9/2021 17:13",1.47,NA,"7.9",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Janesville WW Utility","WI0030350",63500,"581777001","qPCR","Gene copies/L",208477,FALSE,"Gene copies/L",195271,FALSE,5938398.1,NA,2021-09-07,"7:10","9/9/2021 17:13",8.84,NA,"7.7",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","40000","130000","66000","140000"
"Wisconsin Rapids WWTF","WI0025844",20000,"581778001","qPCR","Gene copies/L",132580,FALSE,"Gene copies/L",114859,FALSE,3252173.2,NA,2021-09-07,"8:00","9/9/2021 17:13",4.264,NA,"6.7",NA,NA,NA,NA,"9/10/2021 22:59","9/10/2021 22:59","SLH","46000","150000","75000","160000"
