"Site","Date","sample_id","FlowRate","Cov1_below_lod","cov2_conc","BCoV","BCoVConc","bod","capacity_mgd","composite_freq","concentration_method","conductivity","county","do","epaid","equiv_sewage_amt","extraction_method","hf183_conc","inhibition_adjust","inhibition_detect","inhibition_method","lod_ref","n1_lod","n1_loq","n1_ntc_amplify","n1_num_no_target_control","n1_num_ntc_amplify","N1","N1Error","n1_sars_cov2_lod","n1_sars_cov2_units","n2_lod","n2_loq","n2_ntc_amplify","n2_num_no_target_control","n2_num_ntc_amplify","N2","N2Error","n2_sars_cov2_lod","n2_sars_cov2_units","pcr_type","ph","PMMoV","Pop","quant_stan_ref","quant_stan_type","sample_collect_time","sample_location","sample_location_specify","sample_matrix","sample_type","state","temperature","RepDate","tss","wwtp_comments","zipcode","analytical_comments","unformatted_collectdate","mycustomer","AVG","wt"
"Oshkosh",2021-02-11,"547592001",7.904,NA,66275,2.15,5.046254125,NA,20,"24hr-FWCmp","filtMgCl2",946,"Winnebago",NA,"WI0025038",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,76622,3801,NA,"Gene copies/L",66000,140000,"N",3,NA,55928,6147,"Yes","Gene copies/L","qPCR",7.65,33993916,67000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-18 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54902",NA,"44238.291666666664","355660",65462.3190545523,2
"Oshkosh",2021-02-12,"547592002",7.939,NA,133704,2.39,5.046254125,NA,20,"24hr-FWCmp","filtMgCl2",964,"Winnebago",NA,"WI0025038",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,152866,20801,NA,"Gene copies/L",66000,140000,"N",3,NA,114542,18949,"No","Gene copies/L","qPCR",7.91,24461922,67000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-18 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54902",NA,"44239.291666666664","355660",132323.759665451,2
"Oshkosh",2021-02-13,"547592003",5.9,NA,89768,2.42,5.046254125,NA,20,"24hr-FWCmp","filtMgCl2",987,"Winnebago",NA,"WI0025038",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,104158,8772,NA,"Gene copies/L",66000,140000,"N",3,NA,75379,7028,"No","Gene copies/L","qPCR",7.9,33083954,67000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-18 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54902",NA,"44240.291666666664","355660",88607.7078024254,2
"Appleton",2021-02-12,"547598001",8.3,NA,153981,3.43,5.046254125,NA,15.5,"24hr-FWCmp","filtMgCl2",884,"Outagamie",NA,"WI0023221",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,173372,24905,NA,"Gene copies/L",66000,140000,"N",3,NA,134589,23102,"No","Gene copies/L","qPCR",7.9,31723557,74832,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13.6,2021-03-30 08:31:00,NA,NA,"54914",NA,"44239","355660",152754.587845996,2
"Menomonie",2021-02-13,"547600001",1.368,NA,69489,1.97,5.046254125,NA,2.88,"24hr-FWCmp","filtMgCl2",1089,"Dunn",NA,"WI0024708",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,70748,11519,NA,"Gene copies/L",1e+05,220000,"N",3,NA,68229,10626,"Yes","Gene copies/L","qPCR",8.3,9463075,16000,"IDT","DNA-plasm","07:20","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-03-30 08:31:00,NA,NA,"54751",NA,"44240.305555555555","355660",69477.0846538627,2
"Sun Prairie",2021-02-11,"547604001",3.246,NA,145105,1.460814655,5.046,NA,6.2,"24hr-FWCmp","filtMgCl2",1181,"Dane",NA,"WI0020478",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,168347,11065,NA,"Gene copies/L",66000,140000,"N",3,NA,121862,11970,"No","Gene copies/L","qPCR",7.4,35578611.6,34926,"IDT","DNA-plasm","06:42","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11.32,2021-02-26 08:50:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53590",NA,"44238.279166666667","355660",143230.939793049,2
"Sun Prairie",2021-02-12,"547604002",3.281,NA,96366,1.192337588,5.046,NA,6.2,"24hr-FWCmp","filtMgCl2",1208,"Dane",NA,"WI0020478",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,115744,27204,NA,"Gene copies/L",66000,140000,"N",3,NA,76988,13131,"Yes","Gene copies/L","qPCR",7.4,23928755.73,34926,"IDT","DNA-plasm","06:46","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11.4,2021-02-26 08:50:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53590",NA,"44239.281944444447","355660",94397.558612498,2
"Sun Prairie",2021-02-13,"547604003",3.207,NA,60949,0.565291467,5.046,NA,6.2,"24hr-FWCmp","filtMgCl2",898.8,"Dane",NA,"WI0020478",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,73682,13111,NA,"Gene copies/L",66000,140000,"N",3,NA,48215,6158,"Yes","Gene copies/L","qPCR",7.4,26377070.01,34926,"IDT","DNA-plasm","07:05","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.9,2021-02-26 08:50:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53590",NA,"44240.295138888891","355660",59603.5035044082,2
"River Falls",2021-02-11,"547605001",1.343,NA,119187,3.74563409,5.046,NA,1.8,"24hr-FWCmp","filtMgCl2",795.4,"Pierce","5.21","WI0029394",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,144779,17373,NA,"Gene copies/L",66000,140000,"N",3,NA,93595,6080,"No","Gene copies/L","qPCR",7.41,18078891.99,16000,"IDT","DNA-plasm","07:40","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.4,2021-02-26 08:50:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54022",NA,"44238.319444444445","355660",116407.003676755,2
"River Falls",2021-02-12,"547605002",1.308,NA,178673,4.551719189,5.046,NA,1.8,"24hr-FWCmp","filtMgCl2",810.7,"Pierce","5.08","WI0029394",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,209685,9318,NA,"Gene copies/L",66000,140000,"N",3,NA,147660,4517,"No","Gene copies/L","qPCR",7.53,17263441.85,16000,"IDT","DNA-plasm","07:35","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",7,2021-02-26 08:50:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54022",NA,"44239.315972222219","355660",175960.470276707,2
"River Falls",2021-02-13,"547605003",1.295,NA,127702,3.868752325,5.046,NA,1.8,"24hr-FWCmp","filtMgCl2",740,"Pierce","3.97","WI0029394",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,145150,18026,NA,"Gene copies/L",66000,140000,"N",3,NA,110254,12949,"No","Gene copies/L","qPCR",7.3,31536944.42,16000,"IDT","DNA-plasm","07:35","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",7,2021-02-26 08:50:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54022",NA,"44240.315972222219","355660",126504.419290395,2
"Washburn",2021-02-15,"547609001",0.14,NA,4079,4.84,5.046254125,NA,0.36,"24hr-FWCmp","filtMgCl2",772,"Bayfield",NA,"WI0022675",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,6338,267,NA,"Gene copies/L",66000,140000,"N",3,NA,1820,-1,"Yes","Gene copies/L","qPCR",7.6,4453730,2200,"IDT","DNA-plasm","07:25","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",9.2,2021-03-30 08:31:00,NA,"ICE CHUNKS ICE CHUNKS","54891",NA,"44242.309027777781","355660",3396.34509436247,2
"Stevens Point",2021-02-13,"547612001",1.91,NA,612112,8.685326609,5.046,NA,4.55,"24hr-FWCmp","filtMgCl2",1698,"Portage",NA,"WI0029572",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,668371,241634,NA,"Gene copies/L",66000,140000,"N",3,NA,555853,158575,"No","Gene copies/L","qPCR",7.87,17437630.3,27000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",3,2021-02-25 14:51:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54481",NA,"44240.291666666664","355660",609521.144393695,2
"WI Rapids",2021-02-12,"547614001",2.457,NA,55164,10.66587558,5.046,NA,5.27,"24hr-FWCmp","filtMgCl2",680,"Wood",NA,"WI0025844",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,61362,28636,NA,"Gene copies/L",66000,140000,"N",3,NA,48966,22048,"Yes","Gene copies/L","qPCR",6.7,20266707.75,20000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-25 14:51:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54494",NA,"44239.333333333336","355660",54814.7032464831,2
"Spring UW-Sellery",2021-02-16,"547616001",NA,NA,580639,0.82,5.04625,NA,NA,NA,"filtMgCl2",2268,NA,NA,NA,0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,757570,44827,NA,"Gene copies/L",1e+05,220000,"N",3,NA,403709,28894,"No","Gene copies/L","qPCR",8,19914474,NA,"IDT","DNA-plasm","08:00",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,2021-05-18 12:44:00,1390,NA,NA,NA,"44243.333333333336","355590",553026.063698629,2
"Spring UW-LakeShore",2021-02-16,"547617001",NA,NA,2432070,0.04,5.04625,NA,NA,NA,"filtMgCl2",1448,NA,NA,NA,0.125,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",320000,1e+06,"N",3,NA,2955811,34657,NA,"Gene copies/L",520000,1100000,"N",3,NA,1908328,110895,"No","Gene copies/L","qPCR",7.5,121946964,NA,"IDT","DNA-plasm","07:30",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,2021-05-18 12:44:00,2690,NA,NA,NA,"44243.3125","355590",2375006.71451851,2
"Madison",2021-02-12,"547652001",36.84,NA,125034,1.44,5.046254125,NA,56,"24hr-FWCmp","filtMgCl2",1466,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,153317,8627,NA,"Gene copies/L",66000,140000,"N",3,NA,96751,6929,"No","Gene copies/L","qPCR",7.72,23215518,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-18 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44239","355660",121793.156897258,2
"Madison",2021-02-14,"547652002",36.48,NA,91631,1.92,5.046254125,NA,56,"24hr-FWCmp","filtMgCl2",1489,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,104479,25758,NA,"Gene copies/L",66000,140000,"N",3,NA,78782,23033,"No","Gene copies/L","qPCR",7.7,23957841,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-18 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44241","355660",90725.2146759654,2
"Madison",2021-02-15,"547652003",37.32,NA,139879,2.89,5.046254125,NA,56,"24hr-FWCmp","filtMgCl2",1841,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,155544,11366,NA,"Gene copies/L",66000,140000,"N",3,NA,124215,5737,"No","Gene copies/L","qPCR",7.74,37227898,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-18 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44242","355660",138999.632949156,2
"Madison",2021-02-16,"547652004",37.39,NA,118732,1.24,5.046254125,NA,56,"24hr-FWCmp","filtMgCl2",1394,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,135689,7675,NA,"Gene copies/L",66000,140000,"N",3,NA,101776,11673,"No","Gene copies/L","qPCR",7.71,28441465,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-18 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44243","355660",117515.461382747,2
"MMSD-P2",2021-02-15,"547654001",6.1,NA,196891,11.54239095,5.046,NA,56,"24hr-FWCmp","filtMgCl2",1147,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,225421,50215,NA,"Gene copies/L",66000,140000,"N",3,NA,168360,7936,"No","Gene copies/L","qPCR",7.5,93728471.33,380000,"IDT","DNA-plasm","00:00","upstream","P2-Central","Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-25 14:51:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44242","355660",194812.421472554,2
"MMSD-P7",2021-02-15,"547655001",4.39,NA,68006,7.09,5.046254125,NA,56,"24hr-FWCmp","filtMgCl2",1342,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,88924,15087,NA,"Gene copies/L",66000,140000,"N",3,NA,47089,15870,"Yes","Gene copies/L","qPCR",7.5,28718386,380000,"IDT","DNA-plasm","00:00","upstream","P7-Southeast","Influent (Untreated Waste H2O)","composite","WI",NA,2021-03-30 08:31:00,NA,NA,"53713",NA,"44242","355660",64709.6765252308,2
"MMSD-P8",2021-02-15,"547656001",6.18,NA,102893,5.472515598,5.046,NA,56,"24hr-FWCmp","filtMgCl2",1320,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,121881,19924,NA,"Gene copies/L",66000,140000,"N",3,NA,83906,3348,"No","Gene copies/L","qPCR",7.5,22665569.35,380000,"IDT","DNA-plasm","00:00","upstream","P8-West","Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-25 14:51:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44242","355660",101126.392133805,2
"MMSD-P11",2021-02-15,"547657001",8.86,NA,180193,4.877561425,5.046,NA,56,"24hr-FWCmp","filtMgCl2",1268,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,221478,34150,NA,"Gene copies/L",66000,140000,"N",3,NA,138907,13978,"No","Gene copies/L","qPCR",7.5,18833322.21,380000,"IDT","DNA-plasm","00:00","upstream","P11-Southwest","Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-25 14:51:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44242","355660",175399.100755962,2
"MMSD-P18",2021-02-15,"547658001",11.79,NA,201465,5.198400548,5.046,NA,56,"24hr-FWCmp","filtMgCl2",1358,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,206296,6915,NA,"Gene copies/L",66000,140000,"N",3,NA,196634,35456,"No","Gene copies/L","qPCR",7.5,49204663.93,380000,"IDT","DNA-plasm","00:00","upstream","P18-Norhteast","Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-25 14:51:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44242","355660",201407.069548216,2
"Algoma",2021-02-16,"547770001",0.406,NA,522137,6.42,5.046254125,NA,1,"24hr-FWCmp","filtMgCl2",1049,"Kewaunee","12.36","WI0020745",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,545372,50684,NA,"Gene copies/L",66000,140000,"N",3,NA,498903,45520,"No","Gene copies/L","qPCR",8.1,17395449,NA,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4.1,2021-02-19 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54201",NA,"44243.3125","355660",521620.289977298,2
"Berlin WWTP",2021-02-16,"547771001",0.593,NA,9139,0.24,5.046254125,NA,1.5,"24hr-FWCmp","filtMgCl2",1464,"Green Lake",NA,"WI0021229",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,5358,2994,NA,"Gene copies/L",66000,140000,"N",3,NA,12919,9274,"Yes","Gene copies/L","qPCR",6.8,23545695,6000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.3,2021-03-30 08:31:00,NA,NA,"54923",NA,"44243.291666666664","355660",8319.85588817499,2
"Sturgeon Bay",2021-02-16,"547772001",1.9,NA,28878,2.83168,4.699,NA,7.418,"24hr-FWCmp","filtMgCl2",1094,"Door",NA,"WI0021113",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,39860,7103,NA,"Gene copies/L",66000,140000,"N",3,NA,17896,730,"Yes","Gene copies/L","qPCR",7.8,9785951,9500,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",6.6,2021-03-09 08:09:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54235",NA,"44243.291666666664","355660",26708.3237961501,2
"Waupaca",2021-02-16,"547773001",1.21,NA,10872,0.8813,4.699,NA,1.5,"24hr-FWCmp","filtMgCl2",989.1,"Waupaca",NA,"WI0030490",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,10307,5528,NA,"Gene copies/L",66000,140000,"N",3,NA,11438,1449,"Yes","Gene copies/L","qPCR",7.1,27886505,10000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8,2021-03-09 08:09:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54981",NA,"44243.291666666664","355660",10857.7836596609,2
"Columbus",2021-02-16,"547776001",0.775,NA,27101,1.79,5.046254125,NA,1.165,"24hr-FWCmp","filtMgCl2",1174,"Columbia","3.34","WI0021008",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,34619,11050,NA,"Gene copies/L",66000,140000,"N",3,NA,19583,6667,"Yes","Gene copies/L","qPCR",7.5,13204980,7000,"IDT","DNA-plasm","08:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.6,2021-02-19 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53925",NA,"44243.354166666664","355660",26037.355414865,2
"Oconomowoc",2021-02-16,"547780001",2.506,NA,86901,1.027103577,5.046254125,NA,4.02,"24hr-FWCmp","filtMgCl2",1501,"Waukesha","2.61","WI0021181",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,107364,19338,NA,"Gene copies/L",66000,140000,"N",3,NA,66438,37710,"No","Gene copies/L","qPCR",7.6,15655258,34135,"IDT","DNA-plasm","07:40","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.2,2021-02-19 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53066",NA,"44243.319444444445","355660",84457.3823416284,2
"Mondovi",2021-02-16,"547781001",0.206,NA,225730,7.713826406,5.046254125,NA,0.3,"24hr-FWCmp","filtMgCl2",624,"Buffalo",NA,"WI0020591",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,243958,19701,NA,"Gene copies/L",66000,140000,"N",3,NA,207503,30894,"No","Gene copies/L","qPCR",7.7,23841628,2800,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-19 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54755",NA,"44243.333333333336","355660",224993.370733451,2
"Clintonville",2021-02-16,"547782001",0.476,NA,202277,4.69,5.046254125,NA,0.679,"24hr-FWCmp","filtMgCl2",1128,"Waupaca",NA,"WI0021466",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,253192,36319,NA,"Gene copies/L",66000,140000,"N",3,NA,151362,15934,"No","Gene copies/L","qPCR",8,16727776,4455,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-19 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54929",NA,"44243.291666666664","355660",195764.265135392,2
"Sparta",2021-02-16,"547784001",1.175,NA,44223,2.851451357,5.046254125,NA,4,"24hr-FWCmp","filtMgCl2",993,"Monroe","4.62","WI0020737",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,65281,15289,NA,"Gene copies/L",66000,140000,"N",3,NA,23166,13335,"Yes","Gene copies/L","qPCR",9.28,10062588,9500,"IDT","DNA-plasm","08:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11.7,2021-02-19 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54656",NA,"44243.34375","355660",38888.2970313692,2
"La Crosse",2021-02-16,"547786001",9.94,NA,73701,0.87,5.046254125,NA,20,"24hr-FWCmp","filtMgCl2",1868,"La Crosse",NA,"WI0029581",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,103939,23074,NA,"Gene copies/L",66000,140000,"N",3,NA,43462,12343,"Yes","Gene copies/L","qPCR",7.45,18478561,85000,"IDT","DNA-plasm","07:20","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-02-19 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54601",NA,"44243.305555555555","355660",67211.5824690953,2
"Chippewa Falls",2021-02-16,"547794001",2.047,NA,206136,1.94,5.046254125,NA,4.5,"24hr-FWCmp","filtMgCl2",972.8,"Chippewa",NA,"WI0023604",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,219071,24375,NA,"Gene copies/L",66000,140000,"N",3,NA,193201,17402,"No","Gene copies/L","qPCR",7.1,9742994,13000,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11,2021-02-19 10:00:00,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54729-2175",NA,"44243.3125","355660",205729.765155653,2
