"Site","Date","sample_id","FlowRate","cov2_conc","BCoV","capacity_mgd","conductivity","do","equiv_sewage_amt","n1_lod","n1_loq","N1","N1Error","n1_sars_cov2_lod","n2_lod","n2_loq","N2","N2Error","n2_sars_cov2_lod","ph","PMMoV","Pop","temperature","tss","wwtp_comments","zipcode","analytical_comments","AVG","wt"
"Wausau",2021-05-25,563565001,4.55,120526,7.697,8.2,1309,NA,0.625,64000,2e+05,111228,17216,NA,1e+05,220000,129825,16432,"No",7.5,33626693,42000,NA,NA,NA,"54401",NA,120167.279656319,2
"Portage",2021-05-25,563566001,1.697,41414,6.779,2.102,NA,3.39,0.625,64000,2e+05,37940,10100,NA,1e+05,220000,44889,36913,"Yes",7.8,84509636,10693,15,NA,NA,"53901",NA,41268.4947629545,2
"Sturgeon Bay",2021-05-25,563567001,1.8,5802,3.973,7.418,1555,NA,0.625,64000,2e+05,8726,7665,NA,1e+05,220000,2878,1857,"Yes",7.9,13830407,9500,14.2,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54235",NA,5011.3299631934,2
"Baraboo",2021-05-25,563568001,1.82,12729,2.777,2.53,1291,NA,0.625,64000,2e+05,14017,6216,NA,1e+05,220000,11440,3881,"Yes",7,35842556,14000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53913",NA,12663.1149406455,2
"Rib Mountain",2021-05-25,563569001,2.53,49099,7.862,4.41,1564,NA,0.625,64000,2e+05,46201,11850,NA,1e+05,220000,51998,440,"Yes",7.64,19686959,40000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54401",NA,49013.8714855295,2
"Lac du Flambeau",2021-05-25,563570001,0.092,NA,0.83,0.19,775.8,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.13,6544416,3400,14.4,NA,NA,"54538",NA,NA,0
"Marinette",2021-05-25,563572001,1.88,50916,19.35,7.8,1054,NA,0.625,64000,2e+05,47859,34438,NA,1e+05,220000,53973,16478,"Yes",7,19096270,10608,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54143",NA,50824.1459052683,2
"Marshfield",2021-05-25,563575001,4.298,8131,3.78,4.63,1165,6.2,0.625,64000,2e+05,16262,4558,NA,1e+05,220000,NA,-1,"Yes",7.1,7200001,19316,14.4,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54449",NA,16262,1
"Oshkosh",2021-05-25,563576001,11.34,77728,17.05,20,1107,NA,0.625,64000,2e+05,56039,22918,NA,1e+05,220000,99417,41118,"Yes",8,13284722,67000,NA,NA,NA,"54902",NA,74640.6676216123,2
"Appleton",2021-05-25,563578001,10.9,NA,0.26,15.5,1566,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7,22815751,74832,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54914",NA,NA,0
"Mondovi",2021-05-25,563582001,0.197,82576,4.51,0.3,789,NA,0.625,64000,2e+05,64854,20656,NA,1e+05,220000,100297,14634,"Yes",7.7,36171445,2800,NA,NA,NA,"54755",NA,80651.4825530195,2
"Whitewater",2021-05-25,563583001,1.139,112618,3.904,3.65,1850,NA,0.625,64000,2e+05,113376,24839,NA,1e+05,220000,111860,10946,"No",8.08,33319532,14000,NA,NA,NA,"53190",NA,112615.449028985,2
"Columbus",2021-05-25,563585001,0.775,NA,18.52,1.165,1159,3.34,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.5,9854278,7000,10.6,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53925",NA,NA,0
"Lake Geneva",2021-05-25,563586001,1.0480942,22334,3.208,2.5,1894,1.62,0.625,64000,2e+05,29703,2876,NA,1e+05,220000,14964,5149,"Yes",7.75,15916246,8000,13.4,NA,NA,"53147",NA,21082.592155615,2
"Hartford",2021-05-25,563590001,1.85,NA,14.666,3.6,2634,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.41,10404754,15200,NA,NA,NA,"53027",NA,NA,0
"Mauston",2021-05-25,563591001,0.407,NA,21.5,1.1,987,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.6,20651006,4500,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53948",NA,NA,0
"Janesville",2021-05-25,563593001,11.504,117199,13.8,16.1,1632,NA,0.625,64000,2e+05,90617,24706,NA,1e+05,220000,143782,42162,"No",7.39,12124180,63500,NA,NA,NA,"53548",NA,114145.054619112,2
"Merrill",2021-05-25,563594001,1.224,34073,16.347,3.06,687,NA,0.625,64000,2e+05,39622,10533,NA,1e+05,220000,28524,9406,"Yes",7.61,9820406,10000,NA,NA,NA,"54452",NA,33618.1190431589,2
"Berlin WWTP",2021-05-25,563595001,0.632,32699,12.74,1.5,2184,NA,0.625,64000,2e+05,48790,19342,NA,1e+05,220000,16609,157,"Yes",7.82,33062543,6000,15.8,NA,NA,"54923",NA,28466.7017759346,2
"WI Rapids",2021-05-25,563601001,2.892,342605,11.566,5.27,1049,NA,0.625,64000,2e+05,321669,56753,NA,1e+05,220000,363542,50619,"No",6.9,27346646,20000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54494",NA,341965.190623256,2
"Kenosha",2021-05-25,563605001,17.62,45893,20.44,28,1239,NA,0.625,64000,2e+05,51102,19258,NA,1e+05,220000,40683,13352,"Yes",7.7,13114008,122000,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","53143",NA,45595.8623780711,2
"Plymouth",2021-05-25,563607001,1.72,134689,2.349,1.8,1906,NA,0.625,64000,2e+05,125832,26527,NA,1e+05,220000,143547,38531,"No",7.9,22413998,9000,NA,NA,NA,"53073",NA,134397.939359203,2
"Rhinelander",2021-05-25,563616001,0.88,59503,5.247,2.21,1219,NA,0.625,64000,2e+05,37218,6737,NA,1e+05,220000,81789,23012,"Yes",7.32,30244256,7800,4,NA,NA,"54501",NA,55172.6653516032,2
"Sheboygan",2021-05-25,563617001,10.712,51555,3.806,18.4,1112,NA,0.625,64000,2e+05,42970,4976,NA,1e+05,220000,60141,18482,"Yes",7.5,41132235,75000,16.11,NA,NA,"53081",NA,50835.6053372044,2
"BlackRiverFallsWWTP",2021-05-25,563619001,0.47,35655,15.988,1.5,642.8,NA,0.625,64000,2e+05,28581,8915,NA,1e+05,220000,42729,2400,"Yes",7.21,21014589,5200,NA,NA,NA,"54615",NA,34946.2093652516,2
"Hudson",2021-05-25,563807001,1.456,6953,5.922,2.2,1005,7.68,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,13905,7213,"Yes",7.6,10690430,19680,5.6,NA,NA,"54016",NA,13905,1
"Eau Claire",2021-05-25,563813001,7.35,18216,2.072,12,1195,5.09,0.625,64000,2e+05,14799,10395,NA,1e+05,220000,21633,5048,"Yes",7.43,22986138,75000,16.7,NA,NA,"54703",NA,17892.6456120944,2
"Algoma",2021-05-26,563810001,0.502,27057,2.638,1,1245,9.61,0.625,64000,2e+05,22435,7822,NA,1e+05,220000,31680,3573,"Yes",7.8,15382385,3171,15.4,NA,NA,"54201",NA,26659.7224291627,2
"Platteville",2021-05-26,563811001,0.148,NA,4.295,3,2377,3.75,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",8.04,2890344,14000,15.8,NA,NA,"53818",NA,NA,0
"Beloit",2021-05-26,563812001,4.0025,38932,4.539,11.3,1921,NA,0.625,64000,2e+05,49158,22787,NA,1e+05,220000,28707,3607,"Yes",7.4,20185914,35000,21,NA,NA,"53511",NA,37565.6585993112,2
"Neopit",2021-05-26,563814001,0.1153,27626,0.562,0.17,630.4,0.65,0.625,64000,2e+05,29993,22643,NA,1e+05,220000,25260,1931,"Yes",6.35,5787375,1000,17.6,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,27524.9555857952,2
"Keshena",2021-05-26,563815001,0.1158,NA,0.368,0.35,823.4,0.86,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",6.83,9865627,2500,15.3,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,NA,0
"Wolf River",2021-05-26,563816001,0.013,NA,0.812,0.065,710.8,1.01,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",6.68,5817685,1000,19.8,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,NA,0
"SpencerWWTF",2021-05-26,563817001,0.3364,34781,2.929,0.52,1097,NA,0.625,64000,2e+05,31086,8930,NA,1e+05,220000,38476,6351,"Yes",7.79,9515814,2000,NA,NA,NA,"54479",NA,34584.1717552987,2
"Madison",2021-05-26,563858001,36.11,89031,3.549,56,1692,NA,0.625,64000,2e+05,69321,7269,NA,1e+05,220000,108741,6256,"No",7.63,27752319,380000,NA,NA,NA,"53713",NA,86821.8570464834,2
"MMSD-P18",2021-05-27,563849001,11.4,656568,4.737,56,1390,NA,0.625,64000,2e+05,637101,45573,NA,1e+05,220000,676035,43157,"No",7,20428269,380000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,656279.3418469,2
"MMSD-P11",2021-05-27,563850001,8.57,NA,6.227,56,1313,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7,24239943,380000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,NA,0
"MMSD-P8",2021-05-27,563853001,6.5,17947,11.07,56,1374,NA,0.625,64000,2e+05,16073,6683,NA,1e+05,220000,19820,4473,"Yes",7,24398610,380000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,17848.4413885359,2
"MMSD-P7",2021-05-27,563854001,3.9,14798,2.667,56,1347,NA,0.625,64000,2e+05,10666,6587,NA,1e+05,220000,18931,4578,"Yes",7.5,27263054,380000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,14209.7869794026,2
"MMSD-P2",2021-05-27,563856001,5.37,8697,4.107,56,1120,NA,0.625,64000,2e+05,7049,4167,NA,1e+05,220000,10345,3697,"Yes",7.5,40356673,380000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,8539.432358184,2
"Madison",2021-05-27,563857001,35.74,95502,5.514,56,1354,NA,0.625,64000,2e+05,72656,22335,NA,1e+05,220000,118349,8126,"No",7.61,25314255,380000,NA,NA,NA,"53713",NA,92729.525740187,2
"Manitowoc",2021-05-27,564036001,7.346,11695,10.675,15.5,887.5,NA,0.625,64000,2e+05,13919,-1,NA,1e+05,220000,9470,3673,"Yes",7.8,9348801,34450,14.4,NA,NA,"54220",NA,11480.9812298427,2
"La Crosse",2021-05-27,564037001,10.17,19696,2.271,20,1731,NA,0.625,64000,2e+05,39392,16045,NA,1e+05,220000,NA,-1,"Yes",7.44,27658520,85000,NA,NA,NA,"54601",NA,39392,1
"Oshkosh",2021-05-27,564172001,11.392,NA,1.695,20,1051,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",8,14382972,67000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54902",NA,NA,0
"Madison",2021-05-28,564226001,36.05,324041,0.939,56,1847,NA,0.625,64000,2e+05,227547,29214,NA,1e+05,220000,420535,59510,"No",7.64,57290932,380000,NA,NA,NA,"53713",NA,309340.391227851,2
"Eau Claire",2021-05-28,564292001,7.77,29991,5.378,12,1211,5.05,0.625,64000,2e+05,27987,9172,NA,1e+05,220000,31995,1989,"Yes",7.62,24441441,75000,16.3,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54703",NA,29923.971410894,2
"Appleton",2021-05-28,564333001,11.4,9591,1.083,15.5,957,NA,0.625,64000,2e+05,11427,7594,NA,1e+05,220000,7756,3602,"Yes",7.5,27802457,74832,NA,NA,NA,"54914",NA,9414.23454137403,2
"Kenosha",2021-05-29,564303001,18.2,64878,8.337,28,1241,NA,0.625,64000,2e+05,62965,16931,NA,1e+05,220000,66792,14995,"Yes",7.5,24120200,122000,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","53143",NA,64850.2758667995,2
"Hudson",2021-05-29,564316001,1.43,11309,9.281,2.2,1080,3.29,0.625,64000,2e+05,17256,3882,NA,1e+05,220000,5362,1653,"Yes",6.9,10361279,19680,9.33,NA,NA,"54016",NA,9619.07854214737,2
"Stevens Point",2021-05-29,564325001,2.11,92172,9.94,4.55,871,NA,0.625,64000,2e+05,102825,12311,NA,1e+05,220000,81520,22549,"Yes",7.22,10444163,27000,NA,NA,NA,"54481",NA,91554.8687946195,2
"Janesville",2021-05-29,564363001,10.98,30696,15.002,16.1,1302,NA,0.625,64000,2e+05,20954,9393,NA,1e+05,220000,40437,16158,"Yes",7.65,15013493,63500,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53548",NA,29108.7082846354,2
"Sheboygan",2021-05-29,564421001,11.78,12979,6.36,18.4,985,NA,0.625,64000,2e+05,13750,8587,NA,1e+05,220000,12209,10083,"Yes",7.6,32643373,75000,16.66,NA,NA,"53081",NA,12956.6102820144,2
"Wausau",2021-05-29,564426001,4.62,91749,8.5,8.2,786,NA,0.625,64000,2e+05,100593,1148,NA,1e+05,220000,82906,18056,"Yes",7.5,11942447,42000,NA,NA,NA,"54401",NA,91322.3042744761,2
"Madison",2021-05-30,564228001,32.99,71294,1.855,56,2065,NA,0.625,64000,2e+05,65951,9066,NA,1e+05,220000,76638,13276,"Yes",7.53,43056344,380000,NA,NA,NA,"53713",NA,71093.9711789966,2
"Madison",2021-05-31,564229001,32.02,159443,3.645,56,2049,NA,0.625,64000,2e+05,147362,8567,NA,1e+05,220000,171524,31867,"No",7.58,37833422,380000,NA,NA,NA,"53713",NA,158984.652366195,2
"MMSD-P2",2021-05-31,564231001,4.74,14177,4.599,56,1496,NA,0.625,64000,2e+05,13114,16,NA,1e+05,220000,15239,3330,"Yes",7.25,29170047,380000,NA,NA,NA,"53713",NA,14136.6278157133,2
"MMSD-P7",2021-05-31,564232001,3.91,4059,1.276,56,2225,NA,0.625,64000,2e+05,8117,6204,NA,1e+05,220000,NA,-1,"Yes",7.25,30386513,380000,NA,NA,NA,"53713",NA,8117,1
"MMSD-P8",2021-05-31,564233001,5.51,52451,5.907,56,1754,NA,0.625,64000,2e+05,58037,14681,NA,1e+05,220000,46865,23467,"Yes",7,19836360,380000,NA,NA,NA,"53713",NA,52152.6989234498,2
"MMSD-P11",2021-05-31,564234001,7.88,1986,3.353,56,1529,NA,0.625,64000,2e+05,3972,2843,NA,1e+05,220000,NA,-1,"Yes",7,31740972,380000,NA,NA,NA,"53713",NA,3972,1
"MMSD-P18",2021-05-31,564235001,9.98,144602,4.302,56,1922,NA,0.625,64000,2e+05,120744,9352,NA,1e+05,220000,168461,32486,"No",6.75,31643578,380000,NA,NA,NA,"53713",NA,142620.668151569,2
"SpencerWWTF",2021-05-31,564433001,0.206,74482,19.6,0.52,1433,NA,0.625,64000,2e+05,63133,12605,NA,1e+05,220000,85831,18547,"Yes",7.95,4159793,2000,NA,NA,NA,"54479",NA,73612.2851363819,2
"Sun Prairie",2021-06-01,564191001,3.548,NA,4.407,6.2,1254,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",6.92,44228641,34926,15.1,NA,NA,"53590",NA,NA,0
"Madison",2021-06-01,564230001,33.79,220974,6.124,56,1605,NA,0.625,64000,2e+05,206761,21414,NA,1e+05,220000,235186,23456,"No",7.75,34953776,380000,NA,NA,NA,"53713",NA,220515.968913818,2
"Oshkosh",2021-06-01,564288001,11.041,26067,8.54,20,1054,NA,0.625,64000,2e+05,26542,10008,NA,1e+05,220000,25592,4193,"Yes",8.12,14827168,67000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54902",NA,26062.6718507524,2
"Portage",2021-06-01,564289001,1.442,55536,12.26,2.102,1517,3.68,0.625,64000,2e+05,50520,19868,NA,1e+05,220000,60552,7523,"Yes",7.6,32377584,10693,14.44,NA,NA,"53901",NA,55309.0140935454,2
"Hayward",2021-06-01,564290001,0.233552,231553,1.506,0.772,926.5,NA,0.625,64000,2e+05,251226,26192,NA,1e+05,220000,211880,38970,"No",7,57496356,2375,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54843",NA,230715.766431339,2
"Eau Claire",2021-06-01,564293001,7.05,NA,1.804,12,1103,5.56,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.59,19637804,75000,16.1,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54703",NA,NA,0
"Lodi",2021-06-01,564302001,0.305,NA,6.919,0.542,1394,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7,11495654,3100,NA,NA,NA,"53555",NA,NA,0
"Kenosha",2021-06-01,564305001,16.46,22033,8.981,28,1159,NA,0.625,64000,2e+05,30956,15971,NA,1e+05,220000,13110,3754,"Yes",7.6,38431134,122000,NA,NA,NA,"53143",NA,20145.3011891111,2
"New Richmond",2021-06-01,564306001,0.655,73913,4.7,0.98,969,NA,0.625,64000,2e+05,86445,11661,NA,1e+05,220000,61381,10513,"Yes",7.5,18372255,9167,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54017",NA,72842.8482762721,2
"Stevens Point",2021-06-01,564311001,1.94,140920,4.84,4.55,569,NA,0.625,64000,2e+05,125602,31997,NA,1e+05,220000,156238,8864,"No",7.37,15501393,27000,NA,NA,NA,"54481",NA,140084.993043509,2
"Mondovi",2021-06-01,564312001,0.22,91049,1.44,0.3,505,NA,0.625,64000,2e+05,118936,24887,NA,1e+05,220000,63163,13757,"Yes",7.2,63405589,2800,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54755",NA,86673.8401595314,2
"Sheboygan",2021-06-01,564314001,9.752,79108,4.662,18.4,1034,NA,0.625,64000,2e+05,100862,13972,NA,1e+05,220000,57355,18474,"Yes",7.5,22588979,75000,16.11,NA,NA,"53081",NA,76058.7931142744,2
"Menomonie",2021-06-01,564315001,1.312,3383,0.918,2.88,867,NA,0.625,64000,2e+05,6766,213,NA,1e+05,220000,NA,-1,"Yes",8.2,9987335,16000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54751",NA,6766,1
"Washburn",2021-06-01,564318001,0.243,NA,11.42,0.36,643,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.5,5734917,2200,10.9,NA,NA,"54891",NA,NA,0
"Oconomowoc",2021-06-01,564319001,2.716,20897,14.07,4.02,1741,2.68,0.625,64000,2e+05,18761,7761,NA,1e+05,220000,23033,3897,"Yes",7.8,18778187,34135,13.2,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53066",NA,20787.5470654909,2
"Mauston",2021-06-01,564321001,0.395,NA,8.191,1.1,778,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.61,3549999,4500,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53948",NA,NA,0
"Chippewa Falls",2021-06-01,564322001,1.721,24718,7.706,4.5,707,NA,0.625,64000,2e+05,38038,10737,NA,1e+05,220000,11397,4359,"Yes",6.8,9183083,13000,8,NA,"SAMPLE RECEIVED PARTIALLY FROZEN. RESULTS APPROXIMATE.","54729-2175",NA,20821.1211513693,2
"Viroqua",2021-06-01,564324001,0.269,35927,0.52,0.535,1175,NA,0.625,64000,2e+05,50032,14962,NA,1e+05,220000,21822,5087,"Yes",7.88,48652275,4335,NA,NA,NA,"54665",NA,33042.3713434735,2
"Monroe",2021-06-01,564326001,1.5,5903,1.85,3.7,1592,NA,0.625,64000,2e+05,11806,9661,NA,1e+05,220000,NA,-1,"Yes",8.19,21639918,10800,NA,NA,NA,"53566",NA,11806,1
"Peshtigo",2021-06-01,564327001,0.599,7087,15.04,4.2,599,3.2,0.625,64000,2e+05,6696,-1,NA,1e+05,220000,7479,5674,"Yes",7.5,7564618,4000,13.9,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54157",NA,7076.67888207456,2
"La Crosse",2021-06-01,564328001,7.54,221974,1.391,20,1526,NA,0.625,64000,2e+05,217724,33423,NA,1e+05,220000,226225,26223,"No",7.52,27316879,85000,NA,NA,NA,"54601",NA,221933.800715439,2
"Clintonville",2021-06-01,564329001,0.561,NA,8.436,0.679,978,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.9,30936837,4455,NA,NA,NA,"54929",NA,NA,0
"Marinette",2021-06-01,564331001,1.81,210030,19.976,7.8,865,NA,0.625,64000,2e+05,215689,60195,NA,1e+05,220000,204372,24677,"No",7.5,50683181,10608,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54143",NA,209954.262419223,2
"River Falls",2021-06-01,564332001,1.317,10033,4.2,1.8,790,3.25,0.625,64000,2e+05,14166,8827,NA,1e+05,220000,5899,3638,"Yes",7.24,51822734,16000,6.3,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54022",NA,9141.40219003627,2
"Lake Geneva",2021-06-01,564337001,1.0757343,161353,6.749,2.5,1501,0.89,0.625,64000,2e+05,160022,39028,NA,1e+05,220000,162683,32022,"No",7.74,79807979,8000,13.5,NA,NA,"53147",NA,161347.014307672,2
"Janesville",2021-06-01,564342001,10.7,11871,4.612,16.1,1208,NA,0.625,64000,2e+05,7501,2359,NA,1e+05,220000,16240,7004,"Yes",7.69,14366144,63500,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53548",NA,11037.0394581156,2
"Wolf",2021-06-01,564344001,1.862,43327,4.97,2.63,1198,NA,0.625,64000,2e+05,26237,4775,NA,1e+05,220000,60417,12741,"Yes",7.6,17444872,18000,NA,NA,NA,"54166",NA,39814.0782764087,2
"Hartford",2021-06-01,564347001,1.6,9135,12.495,3.6,1691,NA,0.625,64000,2e+05,18270,8273,NA,1e+05,220000,NA,-1,"Yes",7.65,17457639,15200,NA,NA,NA,"53027",NA,18270,1
"Ashland",2021-06-01,564358001,0.904,5726,10.2,1.92,568,NA,0.625,64000,2e+05,11452,8782,NA,1e+05,220000,NA,-1,"Yes",7.44,6495284,8000,12,NA,NA,"54806",NA,11452,1
"WI Rapids",2021-06-01,564359001,3.096,9212,9.391,5.27,667,NA,0.625,64000,2e+05,8643,122,NA,1e+05,220000,9781,1026,"Yes",6.7,4892567,20000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54494",NA,9194.41042155504,2
"Appleton",2021-06-01,564361001,10.3,NA,0.399,15.5,1166,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",8,18938722,74832,NA,NA,NA,"54914",NA,NA,0
"BlackRiverFallsWWTP",2021-06-01,564362001,0.522,11255,8.693,1.5,548,NA,0.625,64000,2e+05,11312,1811,NA,1e+05,220000,11199,4656,"Yes",6.91,11868070,5200,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54615",NA,11255.3581906575,2
"Rhinelander",2021-06-01,564420001,0.84,44217,3.01,2.21,765,NA,0.625,64000,2e+05,37479,19445,NA,1e+05,220000,50954,14358,"Yes",7.41,21404760,7800,4,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54501",NA,43700.1712353625,2
"Rib Mountain",2021-06-01,564422001,2.42,12118,1.99,4.41,1034,NA,0.625,64000,2e+05,6769,736,NA,1e+05,220000,17467,5265,"Yes",7.41,17792025,40000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54401",NA,10873.5515357219,2
"Merrill",2021-06-01,564423001,1.236,22293,3.554,3.06,510,NA,0.625,64000,2e+05,24389,10875,NA,1e+05,220000,20197,11696,"Yes",7.23,9784655,10000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54452",NA,22194.2477457561,2
"Marshfield",2021-06-01,564424001,2.82,16608,0.073,4.63,1233,6,0.625,64000,2e+05,22211,2960,NA,1e+05,220000,11005,3806,"Yes",6.7,13309501,19316,13.6,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54449",NA,15634.3229786262,2
"Wausau",2021-06-01,564425001,4.18,51779,5.24,8.2,928,NA,0.625,64000,2e+05,60448,38950,NA,1e+05,220000,43110,10103,"Yes",7.5,16325134,42000,NA,NA,NA,"54401",NA,51048.1466852617,2
"Lac du Flambeau",2021-06-01,564712001,0.11,NA,0.027,0.19,615,NA,0.625,64000,2e+05,NA,NA,NA,1e+05,220000,NA,-1,"No",7,19278940,3400,NA,NA,NA,"54538",NA,NA,0
"Keshena",2021-06-02,564709001,0.0995,24948,0.284,0.35,927.7,0.75,0.625,64000,2e+05,24115,1479,NA,1e+05,220000,25781,2140,"Yes",6.9,13626432,2500,13.7,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,24934.0894158981,2
"Beloit",2021-06-02,564710001,3.7896,64588,7.348,11.3,2269,NA,0.625,64000,2e+05,59550,9808,NA,1e+05,220000,69625,18428,"Yes",7.4,42758383,35000,19.3,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53511",NA,64390.750500363,2
"Wolf River",2021-06-02,564711001,0.0108,63931,3.138,0.065,1017,0.82,0.625,64000,2e+05,66666,14306,NA,1e+05,220000,61196,9112,"Yes",6.58,18937870,1000,19.9,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,63872.4708775228,2
"Plymouth",2021-06-02,564713001,1.76,44850,1.476,1.8,1662,NA,0.625,64000,2e+05,53857,6231,NA,1e+05,220000,35843,330,"Yes",7.9,27202765,9000,NA,NA,NA,"53073",NA,43936.2771636378,2
"SpencerWWTF",2021-06-02,564715001,0.327,144024,5.673,0.52,1385,NA,0.625,64000,2e+05,142182,4474,NA,1e+05,220000,145866,24533,"No",7.75,16933367,2000,NA,NA,NA,"54479",NA,144012.220356468,2
"Platteville",2021-06-02,564726001,0.999,NA,2.914,3,1803,3.85,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.8,8917586,14000,14.8,NA,NA,"53818",NA,NA,0
"Whitewater",2021-06-02,564727001,1.165,1230,1.925,3.65,900,3.26,0.625,64000,2e+05,2460,1921,NA,1e+05,220000,NA,-1,"No",7.88,23562825,14000,8.4,NA,NA,"53190",NA,2460,1
"Neopit",2021-06-02,564728001,0.1153,30378,0.413,0.17,546,1.53,0.625,64000,2e+05,28371,10351,NA,1e+05,220000,32384,23170,"Yes",6.32,16954445,1000,16.5,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,30311.1607168053,2
"Columbus",2021-06-02,564732001,0.992,NA,6.748,1.165,1178,3.34,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.6,14430009,7000,10.6,NA,NA,"53925",NA,NA,0
"Hudson",2021-06-02,564739001,1.5157,16920,1.922,2.2,1015,4.17,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,33840,10837,"Yes",7.2,10329099,19680,8.67,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54016",NA,33840,1
"Madison",2021-06-02,564756001,35.54,57189,1.221,56,1407,NA,0.625,64000,2e+05,75581,29126,NA,1e+05,220000,38796,23053,"Yes",7.64,47577524,380000,NA,NA,NA,"53713",NA,54150.1659831251,2
